Time(s),Current(A)
6.988207345,-8.06E-07
6.994913878,8.06E-07
7,-8.06E-07
7.000000001,2.70E-06
7.000001001,1.26E-04
7.000001002,1.23E-04
7.006708125,9.41E-10
7.007127244,4.05E-10
7.007593502,4.04E-10
7.008526019,4.05E-10
7.010391054,4.04E-10
7.013671679,4.05E-10
7.01739269,4.04E-10
7.021436669,4.05E-10
7.026198443,4.04E-10
7.031871964,4.05E-10
7.038461288,4.04E-10
7.045181652,4.05E-10
7.051906292,4.04E-10
7.05863521,4.05E-10
7.065368408,4.04E-10
7.072105885,4.05E-10
7.078847645,4.04E-10
7.085593688,4.05E-10
7.092344015,4.04E-10
7.099098629,4.05E-10
7.105857529,4.04E-10
7.112620719,4.05E-10
7.119388198,4.04E-10
7.126159969,4.05E-10
7.132936032,4.04E-10
7.139716389,4.05E-10
7.146501042,4.04E-10
7.153289992,4.05E-10
7.16008324,4.04E-10
7.166880787,4.05E-10
7.173682635,4.04E-10
7.180488786,4.05E-10
7.18729924,4.04E-10
7.194113999,4.05E-10
7.200933065,4.04E-10
7.207756438,4.05E-10
7.21458412,4.04E-10
7.221416112,4.05E-10
7.228252417,4.04E-10
7.235093034,4.05E-10
7.241937966,4.04E-10
7.248787214,4.05E-10
7.255640779,4.04E-10
7.262498662,4.05E-10
7.269360866,4.04E-10
7.27622739,4.05E-10
7.283098238,4.04E-10
7.289973409,4.05E-10
7.296852906,4.04E-10
7.30373673,4.05E-10
7.310624881,4.04E-10
7.317517362,4.05E-10
7.324414174,4.04E-10
7.331315318,4.05E-10
7.338220796,4.04E-10
7.345130608,4.05E-10
7.352044757,4.04E-10
7.358963243,4.05E-10
7.365886068,4.04E-10
7.372813234,4.05E-10
7.379744741,4.04E-10
7.386680591,4.05E-10
7.393620786,4.04E-10
7.400565327,4.05E-10
7.407514214,4.04E-10
7.41446745,4.05E-10
7.421425036,4.04E-10
7.428386973,4.05E-10
7.435353263,4.04E-10
7.442323907,4.05E-10
7.449298906,4.04E-10
7.456278262,4.05E-10
7.463261975,4.04E-10
7.470250048,4.05E-10
7.477242482,4.04E-10
7.484239278,4.05E-10
7.491240437,4.04E-10
7.498245961,4.05E-10
7.500001,4.04E-10
7.500001001,-3.48E-06
7.500002,-1.25E-04
7.500002001,-1.22E-04
7.500002039,-6.16E-05
7.500002095,-2.51E-05
7.500002207,4.59E-06
7.500002431,-2.23E-06
7.50000274,1.34E-06
7.500003358,-1.04E-06
7.500004593,9.16E-07
7.500007065,-8.60E-07
7.500012007,8.34E-07
7.500021893,-8.21E-07
7.500041664,8.14E-07
7.500081205,-8.11E-07
7.500160288,8.09E-07
7.500318455,-8.09E-07
7.500634788,8.08E-07
7.501267454,-8.08E-07
7.502532786,8.08E-07
7.505063449,-8.08E-07
7.510124777,8.08E-07
7.517095808,-8.08E-07
7.52393938,8.08E-07
7.530652656,-8.08E-07
7.53763626,8.08E-07
7.54462418,-8.08E-07
7.551616417,8.08E-07
7.558612973,-8.08E-07
7.56561385,8.08E-07
7.572619048,-8.08E-07
7.579628569,8.08E-07
7.586642414,-8.08E-07
7.593660584,8.08E-07
7.600683082,-8.08E-07
7.607709908,8.08E-07
7.614741063,-8.08E-07
7.621776549,8.08E-07
7.628816367,-8.08E-07
7.635860519,8.08E-07
7.642909005,-8.08E-07
7.649961828,8.08E-07
7.657018989,-8.08E-07
7.664080488,8.08E-07
7.671146327,-8.08E-07
7.678216508,8.08E-07
7.685291032,-8.07E-07
7.6923699,8.07E-07
7.699453114,-8.07E-07
7.706540674,8.07E-07
7.713632583,-8.07E-07
7.720728841,8.07E-07
7.72782945,-8.07E-07
7.734934411,8.07E-07
7.742043726,-8.07E-07
7.749157395,8.07E-07
7.756275421,-8.07E-07
7.763397804,8.07E-07
7.770524546,-8.07E-07
7.777655649,8.07E-07
7.784791113,-8.07E-07
7.791930939,8.07E-07
7.79907513,-8.07E-07
7.806223687,8.07E-07
7.81337661,-8.07E-07
7.820533902,8.07E-07
7.827695563,-8.07E-07
7.834861595,8.07E-07
7.842031999,-8.07E-07
7.849206777,8.07E-07
7.856385929,-8.07E-07
7.863569458,8.07E-07
7.870757364,-8.07E-07
7.877949649,8.07E-07
7.885146315,-8.07E-07
7.892347361,8.07E-07
7.899552791,-8.07E-07
7.906762605,8.07E-07
7.913976805,-8.07E-07
7.921195391,8.07E-07
7.928418365,-8.07E-07
7.935645729,8.07E-07
7.942877484,-8.07E-07
7.950113632,8.07E-07
7.957354172,-8.07E-07
7.964599108,8.07E-07
7.971848439,-8.07E-07
7.979102169,8.07E-07
7.986360297,-8.07E-07
7.993622825,8.07E-07
8,-8.07E-07
8.000000001,2.70E-06
8.000001001,1.26E-04
8.000001002,1.23E-04
8.007264925,9.00E-10
8.007709521,4.05E-10
8.008200167,4.04E-10
8.009181458,4.05E-10
8.01114404,4.04E-10
8.014590593,4.05E-10
8.01848818,4.04E-10
8.022710352,4.05E-10
8.027669698,4.04E-10
8.033569269,4.05E-10
8.040413384,4.04E-10
8.047689776,4.05E-10
8.054970557,4.04E-10
8.062255728,4.05E-10
8.06954529,4.04E-10
8.076839244,4.05E-10
8.084137593,4.04E-10
8.091440337,4.05E-10
8.098747478,4.04E-10
8.106059016,4.05E-10
8.113374954,4.04E-10
8.120695292,4.05E-10
8.128020032,4.04E-10
8.135349176,4.05E-10
8.142682724,4.04E-10
8.150020678,4.05E-10
8.157363039,4.04E-10
8.164709808,4.05E-10
8.172060987,4.04E-10
8.179416578,4.05E-10
8.186776581,4.04E-10
8.194140997,4.05E-10
8.201509829,4.04E-10
8.208883078,4.05E-10
8.216260744,4.04E-10
8.223642829,4.05E-10
8.231029334,4.04E-10
8.238420261,4.05E-10
8.245815612,4.04E-10
8.253215386,4.05E-10
8.260619587,4.04E-10
8.268028214,4.05E-10
8.27544127,4.04E-10
8.282858756,4.05E-10
8.290280672,4.04E-10
8.297707021,4.05E-10
8.305137803,4.04E-10
8.312573021,4.05E-10
8.320012674,4.04E-10
8.327456765,4.05E-10
8.334905296,4.04E-10
8.342358266,4.05E-10
8.349815678,4.04E-10
8.357277533,4.05E-10
8.364743832,4.04E-10
8.372214577,4.05E-10
8.379689769,4.04E-10
8.387169408,4.05E-10
8.394653498,4.04E-10
8.402142038,4.05E-10
8.40963503,4.04E-10
8.417132476,4.05E-10
8.424634377,4.04E-10
8.432140733,4.05E-10
8.439651547,4.04E-10
8.44716682,4.05E-10
8.454686553,4.04E-10
8.462210748,4.05E-10
8.469739405,4.04E-10
8.477272527,4.05E-10
8.484810113,4.04E-10
8.492352167,4.05E-10
8.499898688,4.04E-10
8.500001,4.05E-10
8.500001001,-3.48E-06
8.500002001,-1.25E-04
8.500002001,-1.22E-04
8.500002039,-6.16E-05
8.500002095,-2.51E-05
8.500002207,4.59E-06
8.500002431,-2.23E-06
8.50000274,1.34E-06
8.500003358,-1.04E-06
8.500004594,9.16E-07
8.500007065,-8.60E-07
8.500012009,8.34E-07
8.500021895,-8.21E-07
8.500041668,8.14E-07
8.500081214,-8.11E-07
8.500160307,8.10E-07
8.500318491,-8.09E-07
8.500634861,8.08E-07
8.5012676,-8.08E-07
8.502533078,8.08E-07
8.505064033,-8.08E-07
8.510125945,8.08E-07
8.517133525,-8.08E-07
8.523985679,8.08E-07
8.530693711,-8.08E-07
8.537881553,8.08E-07
8.545406125,-8.08E-07
8.552935118,8.08E-07
8.560468531,-8.08E-07
8.568006366,8.08E-07
8.575548625,-8.08E-07
8.583095309,8.08E-07
8.59064642,-8.08E-07
8.598201957,8.08E-07
8.605761924,-8.08E-07
8.613326321,8.08E-07
8.620895149,-8.08E-07
8.628468409,8.08E-07
8.636046104,-8.08E-07
8.643628234,8.08E-07
8.651214801,-8.08E-07
8.658805805,8.08E-07
8.666401249,-8.08E-07
8.674001133,8.08E-07
8.681605459,-8.08E-07
8.689214228,8.08E-07
8.696827442,-8.08E-07
8.704445101,8.08E-07
8.712067207,-8.08E-07
8.719693761,8.08E-07
8.727324765,-8.08E-07
8.73496022,8.08E-07
8.742600127,-8.08E-07
8.750244487,8.07E-07
8.757893302,-8.07E-07
8.765546573,8.07E-07
8.773204302,-8.07E-07
8.780866489,8.07E-07
8.788533136,-8.07E-07
8.796204244,8.07E-07
8.803879815,-8.07E-07
8.81155985,8.07E-07
8.81924435,-8.07E-07
8.826933316,8.07E-07
8.83462675,-8.07E-07
8.842324653,8.07E-07
8.850027027,-8.07E-07
8.857733872,8.07E-07
8.86544519,-8.07E-07
8.873160982,8.07E-07
8.880881249,-8.07E-07
8.888605994,8.07E-07
8.896335216,-8.07E-07
8.904068919,8.07E-07
8.911807101,-8.07E-07
8.919549766,8.07E-07
8.927296914,-8.07E-07
8.935048547,8.07E-07
8.942804665,-8.07E-07
8.950565271,8.07E-07
8.958330365,-8.07E-07
8.966099949,8.07E-07
8.973874024,-8.07E-07
8.981652592,8.07E-07
8.989435653,-8.07E-07
8.997223209,8.07E-07
9,-8.07E-07
9.000000001,2.70E-06
9.000001,1.26E-04
9.000001001,1.23E-04
9.005554583,1.05E-09
9.005975488,4.05E-10
9.00641909,4.04E-10
9.007306295,4.05E-10
9.009080705,4.04E-10
9.012044729,4.05E-10
9.015406308,4.04E-10
9.019120559,4.05E-10
9.023528611,4.04E-10
9.028787113,4.05E-10
9.034904007,4.04E-10
9.041941971,4.05E-10
9.049736749,4.04E-10
9.057536005,4.05E-10
9.065339741,4.04E-10
9.073147958,4.05E-10
9.080960657,4.04E-10
9.08877784,4.05E-10
9.096599507,4.04E-10
9.104425661,4.05E-10
9.112256302,4.04E-10
9.120091433,4.05E-10
9.127931053,4.04E-10
9.135775164,4.05E-10
9.143623768,4.04E-10
9.151476866,4.05E-10
9.159334459,4.04E-10
9.167196549,4.05E-10
9.175063137,4.04E-10
9.182934223,4.05E-10
9.19080981,4.04E-10
9.198689898,4.05E-10
9.20657449,4.04E-10
9.214463585,4.05E-10
9.222357186,4.04E-10
9.230255294,4.05E-10
9.23815791,4.04E-10
9.246065035,4.05E-10
9.253976671,4.04E-10
9.261892818,4.05E-10
9.269813479,4.04E-10
9.277738655,4.05E-10
9.285668346,4.04E-10
9.293602554,4.05E-10
9.301541281,4.04E-10
9.309484527,4.05E-10
9.317432294,4.04E-10
9.325384583,4.05E-10
9.333341396,4.04E-10
9.341302734,4.05E-10
9.349268597,4.04E-10
9.357238988,4.05E-10
9.365213908,4.04E-10
9.373193357,4.05E-10
9.381177338,4.04E-10
9.389165851,4.05E-10
9.397158898,4.04E-10
9.40515648,4.05E-10
9.413158599,4.04E-10
9.421165255,4.05E-10
9.42917645,4.04E-10
9.437192185,4.05E-10
9.445212461,4.04E-10
9.453237281,4.05E-10
9.461266644,4.04E-10
9.469300553,4.05E-10
9.477339009,4.04E-10
9.485382012,4.05E-10
9.493429565,4.04E-10
9.500001,4.05E-10
9.500001001,-3.48E-06
9.500002001,-1.25E-04
9.500002002,-1.22E-04
9.500002039,-6.16E-05
9.500002095,-2.51E-05
9.500002207,4.59E-06
9.500002431,-2.23E-06
9.50000274,1.34E-06
9.500003358,-1.04E-06
9.500004594,9.16E-07
9.500007066,-8.60E-07
9.50001201,8.34E-07
9.500021897,-8.21E-07
9.500041673,8.14E-07
9.500081224,-8.11E-07
9.500160325,8.10E-07
9.500318528,-8.09E-07
9.500634934,8.08E-07
9.501267746,-8.08E-07
9.50253337,8.08E-07
9.505064618,-8.08E-07
9.510127113,8.08E-07
9.517134742,-8.08E-07
9.523986801,8.08E-07
9.530694873,-8.08E-07
9.537882836,8.08E-07
9.545767492,-8.08E-07
9.553800396,8.08E-07
9.561837805,-8.08E-07
9.569879721,8.08E-07
9.577926144,-8.08E-07
9.585977077,8.08E-07
9.59403252,-8.08E-07
9.602092474,8.08E-07
9.610156942,-8.08E-07
9.618225923,8.08E-07
9.62629942,-8.08E-07
9.634377433,8.08E-07
9.642459965,-8.08E-07
9.650547015,8.08E-07
9.658638586,-8.08E-07
9.666734679,8.08E-07
9.674835295,-8.08E-07
9.682940435,8.08E-07
9.6910501,-8.08E-07
9.699164292,8.08E-07
9.707283012,-8.08E-07
9.715406262,8.08E-07
9.723534042,-8.08E-07
9.731666353,8.08E-07
9.739803198,-8.08E-07
9.747944577,8.08E-07
9.756090492,-8.08E-07
9.764240943,8.08E-07
9.772395933,-8.08E-07
9.780555462,8.08E-07
9.788719532,-8.08E-07
9.796888143,8.08E-07
9.805061298,-8.08E-07
9.813238997,8.08E-07
9.821421242,-8.07E-07
9.829608034,8.07E-07
9.837799374,-8.07E-07
9.845995263,8.07E-07
9.854195704,-8.07E-07
9.862400696,8.07E-07
9.870610241,-8.07E-07
9.878824341,8.07E-07
9.887042997,-8.07E-07
9.89526621,8.07E-07
9.903493981,-8.07E-07
9.911726312,8.07E-07
9.919963204,-8.07E-07
9.928204658,8.07E-07
9.936450675,-8.07E-07
9.944701257,8.07E-07
9.952956404,-8.07E-07
9.961216119,8.07E-07
9.969480403,-8.07E-07
9.977749256,8.07E-07
9.986022679,-8.07E-07
9.994300676,8.07E-07
10,-8.07E-07
