Voltage(V),Current(A)
-9.822216496,-9.82E-07
-9.821251477,-9.82E-07
-9.820282968,-9.82E-07
-9.819310962,-9.82E-07
-9.818335454,-9.82E-07
-9.817356436,-9.82E-07
-9.816373904,-9.82E-07
-9.815387849,-9.82E-07
-9.814398267,-9.81E-07
-9.813405151,-9.81E-07
-9.812408494,-9.81E-07
-9.81140829,-9.81E-07
-9.810404533,-9.81E-07
-9.809397217,-9.81E-07
-9.808386335,-9.81E-07
-9.807371881,-9.81E-07
-9.806353848,-9.81E-07
-9.805332231,-9.81E-07
-9.804307023,-9.80E-07
-9.803278218,-9.80E-07
-9.802245809,-9.80E-07
-9.801209791,-9.80E-07
-9.800170156,-9.80E-07
-9.799126899,-9.80E-07
-9.798080013,-9.80E-07
-9.797029493,-9.80E-07
-9.795975331,-9.80E-07
-9.794917521,-9.79E-07
-9.793856057,-9.79E-07
-9.792790933,-9.79E-07
-9.791722143,-9.79E-07
-9.79064968,-9.79E-07
-9.789573537,-9.79E-07
-9.78849371,-9.79E-07
-9.78741019,-9.79E-07
-9.786322973,-9.79E-07
-9.785232051,-9.79E-07
-9.784137418,-9.78E-07
-9.783039069,-9.78E-07
-9.781936997,-9.78E-07
-9.780831195,-9.78E-07
-9.779721657,-9.78E-07
-9.778608377,-9.78E-07
-9.777491348,-9.78E-07
-9.776370565,-9.78E-07
-9.775246021,-9.78E-07
-9.774117709,-9.77E-07
-9.772985624,-9.77E-07
-9.771849759,-9.77E-07
-9.770710108,-9.77E-07
-9.769566664,-9.77E-07
-9.768419422,-9.77E-07
-9.767268374,-9.77E-07
-9.766113515,-9.77E-07
-9.764954838,-9.76E-07
-9.763792337,-9.76E-07
-9.762626006,-9.76E-07
-9.761455838,-9.76E-07
-9.760281828,-9.76E-07
-9.759103968,-9.76E-07
-9.757922253,-9.76E-07
-9.756736675,-9.76E-07
-9.75554723,-9.76E-07
-9.75435391,-9.75E-07
-9.75315671,-9.75E-07
-9.751955622,-9.75E-07
-9.750750641,-9.75E-07
-9.749541761,-9.75E-07
-9.748328975,-9.75E-07
-9.747112276,-9.75E-07
-9.745891659,-9.75E-07
-9.744667117,-9.74E-07
-9.743438644,-9.74E-07
-9.742206234,-9.74E-07
-9.74096988,-9.74E-07
-9.739729576,-9.74E-07
-9.738485315,-9.74E-07
-9.737237092,-9.74E-07
-9.7359849,-9.74E-07
-9.734728733,-9.73E-07
-9.733468584,-9.73E-07
-9.732204448,-9.73E-07
-9.730936317,-9.73E-07
-9.729664186,-9.73E-07
-9.728388049,-9.73E-07
-9.727107898,-9.73E-07
-9.725823728,-9.73E-07
-9.724535532,-9.72E-07
-9.723243305,-9.72E-07
-9.721947039,-9.72E-07
-9.720646729,-9.72E-07
-9.719342367,-9.72E-07
-9.718033949,-9.72E-07
-9.716721468,-9.72E-07
-9.715404916,-9.72E-07
-9.714084289,-9.71E-07
-9.712759579,-9.71E-07
-9.711430781,-9.71E-07
-9.710097888,-9.71E-07
-9.708760893,-9.71E-07
-9.707419792,-9.71E-07
-9.706074576,-9.71E-07
-9.70472524,-9.70E-07
-9.703371778,-9.70E-07
-9.702014183,-9.70E-07
-9.700652449,-9.70E-07
-9.69928657,-9.70E-07
-9.697916539,-9.70E-07
-9.69654235,-9.70E-07
-9.695163997,-9.70E-07
-9.693781474,-9.69E-07
-9.692394773,-9.69E-07
-9.69100389,-9.69E-07
-9.689608817,-9.69E-07
-9.688209549,-9.69E-07
-9.686806078,-9.69E-07
-9.685398399,-9.69E-07
-9.683986506,-9.68E-07
-9.682570391,-9.68E-07
-9.68115005,-9.68E-07
-9.679725475,-9.68E-07
-9.67829666,-9.68E-07
-9.676863599,-9.68E-07
-9.675426286,-9.68E-07
-9.673984714,-9.67E-07
-9.672538876,-9.67E-07
-9.671088768,-9.67E-07
-9.669634382,-9.67E-07
-9.668175712,-9.67E-07
-9.666712752,-9.67E-07
-9.665245495,-9.67E-07
-9.663773936,-9.66E-07
-9.662298067,-9.66E-07
-9.660817884,-9.66E-07
-9.659333378,-9.66E-07
-9.657844544,-9.66E-07
-9.656351376,-9.66E-07
-9.654853868,-9.65E-07
-9.653352012,-9.65E-07
-9.651845804,-9.65E-07
-9.650335235,-9.65E-07
